Feature,ANOVA F-value,ANOVA p-value,Mutual Information
CLCA4,29.33554865813943,2.5594422791201405e-11,0.3219094947607355
SNRNP40,29.32381520654894,2.5805099268492087e-11,0.2581141276514787
PYCARD,29.2830093163869,2.655157611283e-11,0.3276606727082425
EXOSC4,29.224330340817286,2.7663603387293207e-11,0.22039816845101834
FBN1,29.207689459323984,2.798748493982438e-11,0.18589178463816447
LETM1,29.202718403375837,2.8084981045972997e-11,0.17138029986686876
MECP2,29.182340566734606,2.8488262109476684e-11,0.132909702135942
MAPRE2,29.15329136261903,2.9073333122540333e-11,0.29786491527938885
DUOX2,29.066095692610237,3.090380094108895e-11,0.3186517189926288
PTPN6,29.048792262949522,3.128072972391447e-11,0.27696303770409947
TIMP1,29.041731423631838,3.143587643465182e-11,0.3076096396359276
ITGA2B,29.039686882936444,3.148094642076154e-11,0.2885803481654676
DEFA3,29.021942200476044,3.1874875833100116e-11,0.1697553285986413
DPYSL3,29.014808724904967,3.203464418250198e-11,0.3070707036614555
MUC16,28.992973151305208,3.252876407484529e-11,0.22351614943964115
ALOX5,28.908495217178636,3.451439517016415e-11,0.2741151129827373
HSPB7,28.717306220426877,3.9474897167099715e-11,0.22614098347577372
TPM4,28.677326488087576,4.060047293081765e-11,0.3060404564383119
OSGEP,28.663898192726922,4.0985790799367703e-11,0.234778525958508
STRAP,28.649342429701996,4.1407653522622015e-11,0.2622751437339863
SRP68,28.647222057847365,4.146947386661446e-11,0.2428969271185646
THBS2,28.627306206651348,4.205471972460967e-11,0.2523794740589156
ARFGAP3,28.626398821124113,4.208158283765895e-11,0.29160339090712695
NOP56,28.532624315080287,4.495379708799535e-11,0.25528193355756645
BLM,28.51190127822829,4.5614909445350566e-11,0.32626945666186535
FLNC,28.491438134358958,4.62774129060693e-11,0.2648586788119729
MRPL10,28.43102823497831,4.829073609184663e-11,0.23164941714538445
UBA3,28.428714868834035,4.836957848752963e-11,0.297461323962974
CNN1,28.392806739778734,4.9610258218885727e-11,0.1885244055919495
HYOU1,28.38060425811418,5.0039183984325364e-11,0.24022661299099624
EIF2A,28.350545255359492,5.1111902663868765e-11,0.20348718770779683
AK4,28.12878376319308,5.978216355138337e-11,0.27130555907827425
TMED1,28.124298155397234,5.997216098784339e-11,0.2985168600695305
ENPP4,28.093215009590015,6.130569760118074e-11,0.3285444379744644
CD151,28.058971199809946,6.280970539273103e-11,0.22694970360899025
SF3B4,28.016742998192814,6.471606421796615e-11,0.19727445800698207
ADK,27.992183866956115,6.585166423946593e-11,0.21763218343144786
AQP1,27.938959100378327,6.838264770230891e-11,0.18593071934384087
CORO1C,27.911611909710928,6.972124784251572e-11,0.27747047485613785
KRT7,27.900156746841237,7.028983225590842e-11,0.2996643094532425
LMOD1,27.873215268027444,7.16457082960301e-11,0.23272236048106376
GTF2F2,27.848703131662802,7.290237383290503e-11,0.1880848169796694
COL4A2,27.845741638754273,7.305570769302024e-11,0.23489949898208695
CSK,27.839831594043876,7.33626842762374e-11,0.3197736855531328
THBS4,27.71159753181484,8.03555049139068e-11,0.20847394680347797
SEPTIN1,27.690021160773934,8.159693048570932e-11,0.42118906180165294
MMUT,27.65233273409406,8.381226593325385e-11,0.2080884562524563
RPS4Y1,27.64827976154071,8.405410676101944e-11,0.28099645248489513
COX7A2L,27.644150078098388,8.430125329682123e-11,0.18633539946925404
PPIC,27.614752537642218,8.60820298195001e-11,0.39867212754417247
AP1M1,27.59947807759231,8.70223121176911e-11,0.1424714850964257
DCLK1,27.414752063959305,9.925451879246805e-11,0.20501620862702286
HLA-DMB,27.33120102679049,1.0534688002908315e-10,0.3055666082110349
GPNMB,27.267664424829142,1.1023279653805446e-10,0.2590145956524852
C12orf57,27.254143362328296,1.113018843850403e-10,0.242126824466935
TIMP2,27.190780956089288,1.1645377066360258e-10,0.18810445606568194
PDAP1,27.13302682714893,1.2136030414705387e-10,0.18634698165946895
ELANE,27.121619559414444,1.2235395499886675e-10,0.26880235190596236
IGKV3-20,27.093031034497624,1.248806383395148e-10,0.18438431012982837
PDZD2,26.94351857719473,1.3898378477533612e-10,0.15515672459651353
MYLK,26.938727172107093,1.3946156369488466e-10,0.1397361290521364
HLA-DRB3,26.895338189388045,1.438647409554345e-10,0.21183016672596877
GIMAP4,26.832837970714483,1.5045659755410612e-10,0.33122992608380986
ACOT1,26.802859836866908,1.5372632472798162e-10,0.29032302559588263
FERMT2,26.760785904253957,1.5843736024975056e-10,0.21979986847306465
HAAO,26.47580693127114,1.9444849479877105e-10,0.13982832735310624
SERPINB9,26.36949067554462,2.0992130062017276e-10,0.22478696111399787
CLIP1,26.368020485938032,2.1014380604519771e-10,0.13349005146333948
PPBP,26.351333288944915,2.1268616221532562e-10,0.1982833019641912
PGM5,26.338345629991835,2.1468646238756537e-10,0.23189997596814882
APOO,26.31621553419851,2.1813892043235325e-10,0.1587201525482802
KARS1,26.307553410859107,2.1950556919012136e-10,0.23375482452714436
DNAJA1,26.203139529090507,2.3667938783538313e-10,0.23933251236091402
PECAM1,26.110709473903466,2.530176613710436e-10,0.36322929199419063
RAC1,26.081521358100087,2.5841130824199877e-10,0.1891930801455115
TJP2,26.05487160123321,2.634377520073235e-10,0.24605752969822636
NDRG2,26.04912479993324,2.6453460299337544e-10,0.22896985795169256
APOL1,26.009190376794102,2.722856886057713e-10,0.2941108614731991
ITGB3,25.94923003539553,2.8435885197991106e-10,0.27964106959703794
MOCS2,25.89093615877048,2.9661735057810737e-10,0.3188499188776035
STAB1,25.771617725748396,3.2340765218608843e-10,0.2237143966253734
ALG5,25.7681177283143,3.2422954444638923e-10,0.12111632925534899
PLIN4,25.701115630201958,3.4037861396209807e-10,0.1935247228244501
PCOLCE,25.688235686772902,3.4357531222936555e-10,0.21650956900037843
CFL2,25.62665125128844,3.592863586229205e-10,0.19057246599665456
AMOT,25.613880315357395,3.626346120161334e-10,0.20211143760509698
PTRH2,25.59977406012886,3.6636977426230014e-10,0.27028687488323566
NCOA5,25.56281374053021,3.763426447124442e-10,0.21996979643902193
HNRNPF,25.51409085345096,3.8991169038476795e-10,0.3306843865889839
ECI1,25.486768106190905,3.977371167431762e-10,0.39167433079559233
CSRP2,25.418592326101844,4.179654485454527e-10,0.27422349393294954
HLA-DQB1,25.401768483621563,4.231158663100342e-10,0.3239310654632348
ABHD14B,25.381961507955868,4.292621521351776e-10,0.08375431351170315
TSFM,25.366399686316733,4.3415462451431974e-10,0.19997141828990728
BIN2,25.36080920073335,4.359259963484934e-10,0.3183312038534798
DNAJB4,25.36039508587919,4.360575019780514e-10,0.17891950760674935
ITGA1,25.354008111177674,4.380908449798746e-10,0.2119361542091578
DCK,25.247277053438477,4.735297550099678e-10,0.2518159386240826
EPX,25.213907131376505,4.85196476843549e-10,0.22286373741863552
ANXA3,25.20014754123748,4.900916158992562e-10,0.30576068186712524
DYSF,25.163992044682693,5.03194596980643e-10,0.22924433429858793
MTX2,25.118946316116695,5.200180924288799e-10,0.1845466329576404
H1-5,25.010673284827394,5.628290039668261e-10,0.20314995375938238
FGFR3,24.918512431096868,6.02078575275865e-10,0.2070651686206062
RPS15,24.895042491398236,6.125104453222951e-10,0.16284861073640067
MACF1,24.873160345817464,6.224017649323636e-10,0.19099578297878406
CPB2,24.824732624441644,6.448726999324297e-10,0.20325785022296383
COL6A2,24.79397990342147,6.595679390129245e-10,0.1762107020477386
GIPC1,24.778542692516666,6.670722808258641e-10,0.1830272513030493
FKBP7,24.71854921656449,6.970683948276857e-10,0.24832837976191469
TPM2,24.68903004630421,7.12326524895188e-10,0.17119505023915926
GMPS,24.603962773955306,7.582199154087495e-10,0.20630529886860471
HGFAC,24.58988090155769,7.661015348870358e-10,0.25852680722701593
PRKCD,24.563970164600455,7.808216624886782e-10,0.2864655904094293
SCAMP3,24.51851755185752,8.07340651537913e-10,0.20458622882919686
TPM1.1,24.48533022580957,8.272792980114946e-10,0.21068848325979883
QKI,24.4837795652416,8.282230463556001e-10,0.1442457450832766
HNRNPA3,24.457559812018122,8.443471063387222e-10,0.13477054884358974
PRKG1,24.45035167097033,8.488353812146415e-10,0.21538552116706544
PSPH,24.398983540490452,8.815295888690426e-10,0.1956808135758914
IGFBP4,24.375876532522582,8.966503967846819e-10,0.23771601273265053
PDPR,24.297120266621214,9.501929400749596e-10,0.2559621934335936
MUC1,24.27584297162469,9.65207337082307e-10,0.268441121393155
PDLIM7,24.270607632600658,9.689384353775183e-10,0.13588758160679126
EIF2AK2,24.24167892187059,9.898206849386708e-10,0.17818333849032109
DUSP3,24.206166652692577,1.0160809174939257e-09,0.2982616691565354
MPP7,24.19931930732416,1.0212250559005048e-09,0.19582769211195528
RRAS2,24.169254690618224,1.0441260205959481e-09,0.179217152562978
WAS,24.122835899937304,1.080512380372416e-09,0.22654879430138686
ACOT13,24.106229140953417,1.0938402330690587e-09,0.19721594493618078
TMOD1,24.095681217015134,1.1023920391951009e-09,0.14426728359732732
MRPS25,23.98774171495334,1.1939028241096226e-09,0.33199820441373906
MS4A1,23.984600908332574,1.1966780658601e-09,0.16581533012922955
FCGR3A,23.88546428525903,1.2877237474779804e-09,0.39190921360322295
CAPZB.1,23.80094238973884,1.3708835890180136e-09,0.1871080084794241
FKBP15,23.77595265917641,1.3964994727540368e-09,0.2556212003670151
HLA-DRB1,23.770566415902003,1.4020839999936146e-09,0.34960953305992093
F11R,23.68278923255233,1.496354499175466e-09,0.2531672879035649
CYBB,23.63342348045146,1.552172635279668e-09,0.21545883717342673
PRDX3,23.593369120771648,1.5990120657226025e-09,0.10363418538765945
ALDH1A3,23.56644724656523,1.631298029857993e-09,0.12121038846313081
TPM2.1,23.549276488669083,1.6522347288232572e-09,0.20673000395268093
TIMM9,23.541006324369846,1.6624158155696375e-09,0.29247805631241985
ICAM3,23.491129217696407,1.725181888132553e-09,0.26417509209792533
EIF4G2,23.43603980419992,1.7973072185701227e-09,0.3480703776285783
BCLAF1,23.432177900802326,1.8024767147939732e-09,0.1695540289159534
NUP50,23.42867996830873,1.807172024899304e-09,0.20063717170316653
CTF1,23.316778365346195,1.9641133021698626e-09,0.21509643902949094
IGLV3-27,23.31188965904424,1.971276735286835e-09,0.10726351009095314
CD163,23.300971105250213,1.987371595194401e-09,0.1489411395067346
IGLV2-11,23.235307804400296,2.087017237768473e-09,0.18376020380628866
SLIT3,23.196768315046448,2.147848019699649e-09,0.1038962063834381
RNASEH2C,23.17138825126994,2.1888875702535362e-09,0.0834438187349602
ANK1,23.157781080861298,2.2112171147902946e-09,0.22578334560877678
LUC7L3,23.1053476260671,2.2994445048649365e-09,0.2583830479470841
COL6A1,23.08438279146607,2.335713215346253e-09,0.1801712205872843
SELENBP1,23.061580986679513,2.3758193021131916e-09,0.09885990992057136
IGKV1-33,23.046506516646186,2.4027168084528486e-09,0.26111747892277926
CRELD2,23.004583738734357,2.479156101652527e-09,0.24757654881027946
TAGLN,22.99468824155356,2.4975560849278087e-09,0.15752863615425228
RPL7,22.916192070800488,2.6485118253355232e-09,0.29337279753217116
PCNT,22.88627814340992,2.7084471371357665e-09,0.20381584057232582
TYMP,22.80433298447286,2.879778780024325e-09,0.1752606561685386
TPPP,22.59372918729116,3.3723506879853026e-09,0.14502270652447113
TXNL1,22.587036711885194,3.389334596640002e-09,0.11869009889435378
UNC45A,22.539527251871494,3.5124239755335896e-09,0.2729861849675712
PTPRCAP,22.499642877273356,3.6192552649543554e-09,0.16989085140871674
KNG1,22.440650010810568,3.783346883825859e-09,0.09682394407695649
RNASE3,22.296514060266475,4.216762281605143e-09,0.23144458768651432
CSTA,22.295543610070265,4.2198451241157346e-09,0.32759116147231504
NOL6,22.294448581579516,4.2233264625367864e-09,0.127792298749283
RCC2,22.15329843579802,4.697381629938916e-09,0.16721082139810384
SMCHD1,22.120493130337742,4.81508568412064e-09,0.20102817322276234
MFAP5,21.958040306287028,5.443610190380714e-09,0.24659464016154597
C6,21.91349430542579,5.630079122817534e-09,0.11688748910883806
TRAP1,21.82127269250437,6.036985983039226e-09,0.22765336018429627
SBDS,21.800361631475496,6.133328741709152e-09,0.26054878931350745
ABRAXAS2,21.64493719040718,6.9000762466544896e-09,0.19143323951394575
PGAM1,21.572465921191487,7.290175652378293e-09,0.31378278017440575
RPS7,21.467339019213433,7.896209590211367e-09,0.19231477975193934
MYH11,21.38794462469613,8.387593549863547e-09,0.11936054588259637
DSTN,21.38177564803285,8.42704972117567e-09,0.15024189381592956
RBBP4,21.334645268444696,8.734774379500358e-09,0.16299417264337923
ATL3,21.277940366845744,9.1201715752113e-09,0.19625482567674468
LIMA1,21.236595626254168,9.412012578086319e-09,0.1793770249784543
DNPH1,21.158421429085084,9.989985639051507e-09,0.19919941298289046
COL18A1,21.03662738966186,1.0963125697077148e-08,0.22119254486441253
RAB27B,20.968651699956027,1.1547539413388931e-08,0.2478678004821806
COMP,20.954572812123587,1.1672479846209994e-08,0.25576937150919044
IGLV3-10,20.90475119529579,1.212573416348907e-08,0.1861330868586284
LRRFIP1,20.897570171806027,1.2192520734757783e-08,0.22225769752209712
FXR1,20.82528096588244,1.2885994785870377e-08,0.2763725856895669
NEGR1,20.75863524986675,1.356076475089119e-08,0.15974744117841322
UACA,20.646535203157587,1.4777671241994528e-08,0.21502497488185934
SEC24C,20.62996223660776,1.4966756544866443e-08,0.1357659163334386
WASHC4,20.583688191906035,1.5507811188086364e-08,0.15839603920782275
IGKV1-16,20.583426210751828,1.551093022146912e-08,0.18954266830115007
SBSN,20.573901824491887,1.5624756702144876e-08,0.2252418902876483
CD2AP,20.571562997683127,1.565283754651101e-08,0.29397695608450314
CTBP1,20.525043119053365,1.622213720223494e-08,0.20729760501797245
GPX3,20.433920677520078,1.739891815278298e-08,0.23499322899265374
ECI2,20.417868537768342,1.7615024683644127e-08,0.25552260203902666
GM2A,20.4148999757539,1.765528724542817e-08,0.31610655725323933
COL6A3,20.392315789144654,1.7964669823200083e-08,0.15801233958175254
RAB3GAP2,20.310423073610444,1.9133411807869468e-08,0.2557911686416323
RAB23,20.2171907049601,2.055828434312806e-08,0.18717081146674786
MMS19,20.173746969455582,2.1258562357438144e-08,0.14531206658181306
DBN1,20.14301498315765,2.1768512161743996e-08,0.17447025029320162
ELMO1,20.10786047597124,2.236709061910032e-08,0.21862841385313514
RRAS,20.106295912173508,2.2394115458500237e-08,0.22269283428805875
TMEM165,19.994871834454948,2.4406492750784354e-08,0.24884099316005592
C4BPA,19.85713100237883,2.714994143357665e-08,0.1488011352458387
SLMAP,19.85645296836157,2.7164193174312333e-08,0.1904091800718506
CD276,19.82873062989376,2.7753442104265708e-08,0.18548167633269208
IFI16,19.796452972068536,2.845588318462594e-08,0.2586724473761304
MYOF,19.712350772450424,3.037211384964969e-08,0.19376817959470527
TNFAIP8,19.693724931771886,3.081391299449067e-08,0.23143412981572098
H1-0,19.646084126630324,3.1973846407365484e-08,0.17892219131374176
ERI3,19.640045562822692,3.212400067113291e-08,0.17388491114983573
STARD5,19.561229433811384,3.4150747145283145e-08,0.2707594940878235
ACOT7,19.53762348980108,3.478267083116756e-08,0.15766334105703494
MAIP1,19.52895412757741,3.5017714739729865e-08,0.20351443908020328
PTPRC,19.519202697948618,3.528402238900702e-08,0.18326746111942227
PARVA,19.496634905426085,3.590824912355685e-08,0.18471263274416438
CD109,19.448316790859426,3.7282682540780636e-08,0.21302662371581849
ERO1A,19.437274472723097,3.760421015717513e-08,0.19928766901591422
IGFALS,19.432798598460575,3.7735337683920704e-08,0.2143114342773098
STMN1,19.425186585955522,3.7959409591248906e-08,0.21295989649809655
GNG7,19.29617659478116,4.1969221150081186e-08,0.12243673732515425
CLC,19.265141603920327,4.299637255565198e-08,0.14468794520382788
PRPF8,19.235959930171095,4.39854509851347e-08,0.25927376693936766
TRMT112,19.163318201878816,4.654903982982128e-08,0.15225870474393255
INTS3,19.151430488958418,4.6982779712618986e-08,0.18924271192596698
TPM1.3,19.146481175009075,4.716456941930657e-08,0.12276075121636398
NENF,19.11780243188992,4.823208857507822e-08,0.1989470453468678
ARHGDIB,19.010476195826083,5.2449453869230786e-08,0.31271099418311565
PSMB6,18.995825435849028,5.3053491407629166e-08,0.18399551875821385
GSTM2,18.847115406960185,5.959900278569048e-08,0.09850703202766709
GC,18.832084127734472,6.030464479586955e-08,0.07013155221981715
SQOR,18.774851881762906,6.306990162667315e-08,0.19144862036618737
EIF4G1,18.77248864563344,6.318681183206967e-08,0.2061314827488787
GIGYF2,18.67468536000132,6.82230995228701e-08,0.12686378364756057
VPS45,18.59949959744191,7.23702466608672e-08,0.16104985582191245
NADSYN1,18.594801067357402,7.263774974129493e-08,0.17511390376099012
PRPF19,18.57539700641733,7.375315860606082e-08,0.20432939720878074
CCS,18.55273293579384,7.507799290340622e-08,0.13975640127683753
BCCIP,18.54913090428809,7.529076368773039e-08,0.10681706904208688
CD163L1,18.480439581603335,7.946751774437084e-08,0.21789023340072244
HLA-DRB5,18.471481531991003,8.002927299347809e-08,0.21042158735860395
ENAH,18.4568251948883,8.095706898970068e-08,0.1268859301105345
DUT,18.41211879628074,8.385512111955839e-08,0.12303634968504218
GBP1,18.39398740573642,8.506027585447986e-08,0.11037769104616824
IGKV1-8,18.333068030776627,8.923971601353573e-08,0.1993378864688038
AASDHPPT,18.323462816491492,8.991745909840451e-08,0.12262468443202756
MYO1D,18.215157651573634,9.793083325928316e-08,0.18119334034878265
ARHGEF1,18.20027721279592,9.908707656294961e-08,0.24166652272346112
UQCRH,18.132827037166688,1.0450434372145226e-07,0.1496566850506751
LTBP4,18.131259454514794,1.0463375666616162e-07,0.17840810606398594
IGLV1-40,18.12682328994691,1.0500086946578089e-07,0.2647938040272373
CAP2,18.098599200298597,1.0736735117496974e-07,0.16427040349574296
DNAJC10,18.069313058862512,1.0988012986686571e-07,0.2776640499976104
MRPL1,18.058611833757567,1.1081312106091732e-07,0.13340169034799398
OGN,18.005295243708876,1.1558276295008547e-07,0.18725156786651498
FCER1G,17.97180960492744,1.1868434165199715e-07,0.16783533759646896
PRKAG1,17.9695084392835,1.189005613534087e-07,0.22167600054422554
SRSF4,17.966543323589413,1.1917975588005646e-07,0.154281956592645
H2AZ2,17.935723082605875,1.2212147611284307e-07,0.15622895296313466
MYLK.1,17.91451256692317,1.241886743349262e-07,0.11008589164534932
SPARCL1,17.860459972744938,1.2961872121787716e-07,0.14467305466065028
NTPCR,17.84241198825704,1.314849533040306e-07,0.20217860428007617
SERPINB5,17.796146440734315,1.3639451320585794e-07,0.20779253566211953
ACP2,17.758373683180555,1.405405285793543e-07,0.18499189163242513
IFT27,17.744272351216843,1.4212090396000657e-07,0.16066159552632886
RBBP7,17.707013970465557,1.4638388663068298e-07,0.2607526357971668
MRPS7,17.693555962969935,1.4795541252879517e-07,0.17345149161349394
IGLC3,17.630365339018383,1.5556642550044097e-07,0.08047254919163693
ERG28,17.620632121991058,1.5677356550243814e-07,0.1883283702883345
CKB,17.599845172272822,1.593835448114013e-07,0.3218332963175625
ARPC1A,17.583675930995888,1.614441867232027e-07,0.21175082660915256
ACSL1,17.535692526255602,1.6771986374711207e-07,0.15450349599386692
GLOD4,17.519657752380343,1.6987175771744955e-07,0.10525809811562103
DHX15,17.49538654747902,1.7318242218270222e-07,0.2188880274226428
SORBS1,17.433532072573637,1.8191875101688388e-07,0.1746750835505262
MRI1,17.3315869234025,1.9730502438125685e-07,0.17191240788784623
GBA,17.327406167876312,1.9796347970712047e-07,0.21336287635667772
CTNNBL1,17.28875889969045,2.0415688163237898e-07,0.16677859428261121
SMC1A,17.201460334232316,2.188806870004836e-07,0.1696893232082084
HRG,17.186404965772635,2.215268166828191e-07,0.09108616131030245
PKM,17.16790505346981,2.2482285906670998e-07,0.10948984502694992
PBRM1,17.165836427122777,2.2519449649232625e-07,0.19427798669650853
ARL3,17.1502939875111,2.2800677199292042e-07,0.11384454585219905
FOXM1,17.11358798591953,2.347907333858202e-07,0.12074453136063124
PSPC1,17.05890355204257,2.452793649577908e-07,0.1562135783112346
PF4,17.037930455110054,2.494271159120186e-07,0.09576630398112984
TOR1A,16.98929331491939,2.593219228216268e-07,0.13675803625844507
SRP72,16.930661618712342,2.717812975958033e-07,0.1810461858810486
HIBADH,16.92509764840966,2.7299477234375965e-07,0.14005849892749578
POLR2A,16.890346664975425,2.8069920387518566e-07,0.21029269625560398
CDK5RAP3,16.876676940687965,2.8378997334667903e-07,0.17280730530099575
ACAA2,16.82634101733385,2.954718720539866e-07,0.18593336591786347
DDAH1,16.812140844178728,2.988548466863078e-07,0.10960230169368756
PARK7,16.812082723802344,2.988687734394005e-07,0.11636062026811
SH3PXD2B,16.713620506908597,3.234338968512598e-07,0.20066669631198497
ENTPD5,16.64847591056986,3.408037264770741e-07,0.1288583032220385
NCBP1,16.59212092879691,3.565922648550005e-07,0.20313171462525093
HDAC1,16.573229587880096,3.620493952233619e-07,0.12447081541270677
IDE,16.536468160886923,3.72912804460502e-07,0.1417741811927573
GNPDA1,16.536447535832547,3.7291899132873394e-07,0.1935924831716873
AHSG,16.48184132049626,3.8966988206250597e-07,0.13734953156265206
CST3,16.405785026682583,4.1428150965094386e-07,0.19587879165757505
TXNRD1,16.371881149823096,4.2575550623876506e-07,0.18395761825919554
LDHB,16.354247519186845,4.318501544040554e-07,0.1647108723681201
DCN,16.35249280528805,4.3246145253417436e-07,0.14691784894229998
LAMB2,16.30862322197866,4.4803325653001025e-07,0.0690544566905289
EML4,16.294022851930343,4.5334098274825633e-07,0.19610035798161407
VSIG2,16.28070663536452,4.582374987675108e-07,0.19130654834259508
MRPL15,16.280388078691615,4.583552904731256e-07,0.13596061637376855
HLA-A,16.23667385502099,4.748142866583635e-07,0.16315574971991342
RAP1GDS1,16.230571822418877,4.771590113118257e-07,0.16938175529564692
RAB8B,16.23043177589363,4.772129623173845e-07,0.1488102666966611
TCERG1,16.194280239154317,4.913489585484743e-07,0.15567408143933603
APOD,16.10176151000947,5.294924787808292e-07,0.2495186253334094
ERGIC1,16.099305325267927,5.305450762094882e-07,0.22832569125037105
RAB3D,16.069838990942102,5.433396501866464e-07,0.175651795023406
ALDH3A1,15.978618808770323,5.849686489004532e-07,0.0711437822521852
CORO1A,15.969169606650423,5.894618407369039e-07,0.1258477507988225
ARHGDIA,15.900426682866977,6.23221661211298e-07,0.16145969492823165
MSI2,15.872145879305721,6.376740570543401e-07,0.1509625261615315
PRPS1,15.858151107037372,6.449511571167331e-07,0.08279021197304459
GLIPR2,15.82877041577792,6.60504121753171e-07,0.1825973391564797
CCNY,15.822898888887577,6.636576178601647e-07,0.16445376726039673
REXO2,15.755964900329369,7.007051677529215e-07,0.19525910041722438
FECH,15.724236755510852,7.189929953701877e-07,0.19522655443773718
BZW1,15.664092124624203,7.550002240976848e-07,0.21354906316146138
CTSB,15.609654106290403,7.89167232813398e-07,0.20625597441616028
VPS13C,15.58504514931898,8.051235496774655e-07,0.0937748522710864
PAK2,15.579326383224496,8.088782108130319e-07,0.2190907646901854
CTSH,15.573956002271782,8.124203155148567e-07,0.2248540778851471
GARS1,15.557182709353624,8.235850359056589e-07,0.1554618584303593
PPIB,15.544692042907538,8.320001691851693e-07,0.25267212066229794
DNASE2,15.542807914993183,8.33277083631412e-07,0.2103470037246058
ATP5ME,15.525349599887296,8.452039592464113e-07,0.1085587966582866
HOOK3,15.44257012323995,9.041580277156117e-07,0.15908097345366135
PMM2,15.433840527607115,9.106135029006138e-07,0.28331409005850583
CD44,15.416243523597617,9.237688904073882e-07,0.10222661694871871
PITRM1,15.328895423819626,9.919814765856993e-07,0.12393167309582576
GMPPB,15.293587481543463,1.020985233841008e-06,0.13682464299773534
NDUFA2,15.265943350761782,1.0442931000714373e-06,0.16267485310349916
CISD2,15.234718970362561,1.0712698227783403e-06,0.15007397262602207
ST13,15.214705440329201,1.0889316197779164e-06,0.145162405927034
ACAD8,15.172477567488079,1.1271731653543202e-06,0.18310839601180384
PRDX1,15.129821293390638,1.1671870910984639e-06,0.07462771721851946
CSRP1,15.102342354957797,1.193724297739858e-06,0.1921349499932823
FIS1,15.04896222970555,1.2470382910829433e-06,0.2163469663818609
THUMPD1,15.020069339421847,1.2768968735223548e-06,0.11732800827601086
RNASE2,15.014571441922005,1.282660169499912e-06,0.3014011597492996
BLOC1S1,15.013014514213028,1.2842970451133244e-06,0.10481010486797326
STOM,14.99320692321328,1.3053077279555715e-06,0.06576718811144366
ARMT1,14.96866967171011,1.331819758204533e-06,0.13959592420257128
SLC9A3R1,14.956302607082586,1.3453885831906047e-06,0.12504868786145873
SHMT2,14.902070696473807,1.4065667202736374e-06,0.14187142495002814
NONO,14.899688109348105,1.4093183079188518e-06,0.0861033351655136
VAT1,14.850719474674596,1.4670966985533683e-06,0.12133500615429038
PPP3CA,14.846350010691292,1.4723676617343695e-06,0.2112580366802086
AP3D1,14.811033828999824,1.5156817539635266e-06,0.1945327983930214
STK4,14.790159813372156,1.5418887535340623e-06,0.16227977956358774
DAB2,14.782345666008434,1.5518171663588664e-06,0.2891779997526167
CLDN4,14.756606031254995,1.584982293495741e-06,0.11250977407029716
LGALS9,14.666764410720349,1.7064838027781037e-06,0.22047976634807065
KDELR1,14.623939098571585,1.7676860181847069e-06,0.2507220602891287
PPP1R18,14.604376971771416,1.7963790705849624e-06,0.17617462823070773
NUP37,14.591426512581405,1.8156339259652819e-06,0.21454512591345765
NAA50,14.508794263846704,1.9435230741980013e-06,0.16989325584686665
LAMTOR3,14.389481103692297,2.1444990809043254e-06,0.17534005664469832
MAP1LC3A,14.37678372277431,2.1670928371687693e-06,0.03845891282728031
FKBP9,14.336604750525806,2.240191611654621e-06,0.11852696100617344
MDH2,14.309215949615806,2.2914503952006225e-06,0.15688697942639207
STK39,14.305895825265189,2.2977444393542313e-06,0.13754823843933184
PSMD7,14.162292304553914,2.587455190242128e-06,0.28619577407798746
HSPA2,14.158637464278254,2.5952938945766414e-06,0.09096791872541221
FBXL7,14.139850928167514,2.635968166072854e-06,0.25735517486721227
CALD1,14.129987015530611,2.657582655192394e-06,0.14699598627449584
PTGR2,14.122679699233862,2.673710846165206e-06,0.1292134494412185
CTHRC1,14.120819292995192,2.67783284154519e-06,0.07156974689088447
GSTP1,14.072690772607414,2.78673941975651e-06,0.09119847391196845
CAVIN2,14.020558145842791,2.9097862188763897e-06,0.0599979748716617
PTMS,13.911573620228737,3.185134302794318e-06,0.3187100059279757
TALDO1,13.890496601927639,3.2413635129137662e-06,0.17965946216240103
SGCE,13.863303228563131,3.3154010125986917e-06,0.20005953942307597
ZNF207,13.845372750459811,3.3651556666864574e-06,0.2090356208877664
PYGB,13.79964770317868,3.495494341111013e-06,0.11907204292859808
UQCRB,13.79923454467616,3.496695107319542e-06,0.24997770557492616
RAB5A,13.797319734884162,3.5022656032862655e-06,0.28345675090573885
NNT,13.749263429423221,3.6450574636506835e-06,0.18811325602926177
RAB11B,13.603887200864799,4.114039691424225e-06,0.10961097499108052
INPP5D,13.584387980197075,4.181441138943304e-06,0.20429174824052843
SEPTIN6,13.560526404831807,4.2654484309739265e-06,0.2558669970061582
CDKN2C,13.546976547969196,4.313912514235362e-06,0.0706853864220447
DYNLRB1,13.535097241466753,4.356861020868325e-06,0.1467873900646275
CLIC6,13.522800017363801,4.401777630303016e-06,0.049135770415689395
EMC7,13.472877449371879,4.589002855689302e-06,0.16990254685613015
HSPB11,13.385299246281003,4.937197104202198e-06,0.14708040632885555
SRP54,13.347463896737864,5.095805589840158e-06,0.271618921957671
IGKV3-15,13.312751320737213,5.245868997591808e-06,0.20492411619939288
PNP,13.292425168107691,5.33581336914259e-06,0.2649771162927912
GATD3A,13.278164951971148,5.399848264495226e-06,0.1596305693064901
PSMA1,13.24085902005688,5.5710825855034626e-06,0.11565552927270528
